Appliance,Power_Watts,Usage_Hours_Daily,Quantity,Usage_Days_Monthly,Region,Income_Level,Household_Size,Total_kWh_Monthly,Tariff_Bracket,Estimated_Bill_RWF
Fan,40,6.62,2,20,Rubavu,High,8,256.5,50+ kWh,87278.5
Iron,966,1.05,1,12,Rubavu,High,8,256.5,50+ kWh,87278.5
TV,84,5.96,3,25,Rubavu,High,8,256.5,50+ kWh,87278.5
Blender,413,0.88,2,19,Rubavu,High,8,256.5,50+ kWh,87278.5
Laptop,40,5.95,2,30,Rubavu,High,8,256.5,50+ kWh,87278.5
LED Lamp,14,5.93,8,30,Rubavu,High,8,256.5,50+ kWh,87278.5
Microwave,1020,0.61,1,17,Rubavu,High,8,256.5,50+ kWh,87278.5
Washing Machine,603,2.46,1,4,Rubavu,High,8,256.5,50+ kWh,87278.5
Refrigerator,177,24.0,1,30,Rubavu,High,8,256.5,50+ kWh,87278.5
Phone Charger,12,4.05,3,29,Rubavu,High,8,256.5,50+ kWh,87278.5
Fan,52,4.57,2,28,Kigali,Low,5,42.01,21-50 kWh,8603.1
Phone Charger,13,3.31,2,30,Kigali,Low,5,42.01,21-50 kWh,8603.1
Radio,21,2.58,1,23,Kigali,Low,5,42.01,21-50 kWh,8603.1
TV,71,4.62,1,25,Kigali,Low,5,42.01,21-50 kWh,8603.1
Iron,1031,1.47,1,11,Kigali,Low,5,42.01,21-50 kWh,8603.1
Iron,942,2.95,1,7,Rubavu,High,7,284.9,50+ kWh,97758.1
LED Lamp,9,7.95,6,28,Rubavu,High,7,284.9,50+ kWh,97758.1
Washing Machine,769,2.99,1,10,Rubavu,High,7,284.9,50+ kWh,97758.1
TV,118,7.11,1,27,Rubavu,High,7,284.9,50+ kWh,97758.1
Fan,52,4.51,3,16,Rubavu,High,7,284.9,50+ kWh,97758.1
AC,2103,6.23,1,15,Rubavu,High,7,284.9,50+ kWh,97758.1
Iron,893,1.78,1,11,Musanze,Low,2,38.56,21-50 kWh,7533.6
Radio,7,4.31,1,26,Musanze,Low,2,38.56,21-50 kWh,7533.6
TV,78,4.31,1,25,Musanze,Low,2,38.56,21-50 kWh,7533.6
Fan,45,2.36,1,27,Musanze,Low,2,38.56,21-50 kWh,7533.6
Phone Charger,12,2.04,1,26,Musanze,Low,2,38.56,21-50 kWh,7533.6
LED Lamp,14,5.76,4,26,Musanze,Low,2,38.56,21-50 kWh,7533.6
Iron,909,2.27,1,5,Huye,Medium,2,125.96,50+ kWh,39109.24
Blender,584,0.62,1,8,Huye,Medium,2,125.96,50+ kWh,39109.24
Washing Machine,404,1.07,1,9,Huye,Medium,2,125.96,50+ kWh,39109.24
Electric Kettle,1103,0.71,1,20,Huye,Medium,2,125.96,50+ kWh,39109.24
Fan,60,6.62,2,19,Huye,Medium,2,125.96,50+ kWh,39109.24
Phone Charger,12,5.54,3,27,Huye,Medium,2,125.96,50+ kWh,39109.24
Refrigerator,101,24.0,1,30,Huye,Medium,2,125.96,50+ kWh,39109.24
Blender,455,0.79,1,8,Rusizi,Medium,5,81.41,50+ kWh,22670.29
Iron,946,2.18,1,9,Rusizi,Medium,5,81.41,50+ kWh,22670.29
LED Lamp,11,7.08,4,25,Rusizi,Medium,5,81.41,50+ kWh,22670.29
Laptop,82,5.64,1,22,Rusizi,Medium,5,81.41,50+ kWh,22670.29
Electric Kettle,1292,0.94,1,30,Rusizi,Medium,5,81.41,50+ kWh,22670.29
Fan,54,6.08,1,17,Rusizi,Medium,5,81.41,50+ kWh,22670.29
Iron,1162,1.59,1,7,Kigali,Low,7,15.95,0-20 kWh,1419.55
Phone Charger,10,3.04,1,25,Kigali,Low,7,15.95,0-20 kWh,1419.55
Radio,23,3.78,1,26,Kigali,Low,7,15.95,0-20 kWh,1419.55
Radio,19,4.46,1,21,Nyagatare,Low,7,21.9,21-50 kWh,2369.0
Iron,1147,1.44,1,10,Nyagatare,Low,7,21.9,21-50 kWh,2369.0
Phone Charger,12,3.85,3,26,Nyagatare,Low,7,21.9,21-50 kWh,2369.0
Phone Charger,5,3.05,2,30,Rubavu,Low,7,27.08,21-50 kWh,3974.8
LED Lamp,5,4.97,5,29,Rubavu,Low,7,27.08,21-50 kWh,3974.8
Radio,11,3.86,1,21,Rubavu,Low,7,27.08,21-50 kWh,3974.8
Fan,72,5.28,1,26,Rubavu,Low,7,27.08,21-50 kWh,3974.8
TV,128,3.29,1,28,Rubavu,Low,7,27.08,21-50 kWh,3974.8
LED Lamp,5,3.18,2,30,Kigali,Low,4,14.01,0-20 kWh,1246.89
TV,97,4.37,1,25,Kigali,Low,4,14.01,0-20 kWh,1246.89
Phone Charger,12,3.8,2,27,Kigali,Low,4,14.01,0-20 kWh,1246.89
Iron,1016,0.87,1,11,Rusizi,Low,8,15.86,0-20 kWh,1411.54
Fan,42,2.21,2,19,Rusizi,Low,8,15.86,0-20 kWh,1411.54
Phone Charger,14,2.22,3,28,Rusizi,Low,8,15.86,0-20 kWh,1411.54
TV,63,3.48,1,30,Kigali,Low,6,25.98,21-50 kWh,3633.8
LED Lamp,15,4.71,4,28,Kigali,Low,6,25.98,21-50 kWh,3633.8
Phone Charger,14,3.72,1,29,Kigali,Low,6,25.98,21-50 kWh,3633.8
Fan,48,4.33,2,24,Kigali,Low,6,25.98,21-50 kWh,3633.8
LED Lamp,6,7.55,4,26,Huye,Medium,6,91.88,50+ kWh,26533.72
Iron,986,1.79,1,8,Huye,Medium,6,91.88,50+ kWh,26533.72
Electric Kettle,1441,1.42,1,24,Huye,Medium,6,91.88,50+ kWh,26533.72
Laptop,81,4.86,2,21,Huye,Medium,6,91.88,50+ kWh,26533.72
Phone Charger,14,5.29,4,25,Huye,Medium,6,91.88,50+ kWh,26533.72
LED Lamp,15,4.47,5,26,Huye,Low,7,20.95,21-50 kWh,2074.5
Fan,55,2.28,2,17,Huye,Low,7,20.95,21-50 kWh,2074.5
Iron,836,1.73,1,4,Huye,Low,7,20.95,21-50 kWh,2074.5
Radio,21,4.71,1,22,Huye,Low,7,20.95,21-50 kWh,2074.5
LED Lamp,8,4.72,2,30,Huye,Low,6,11.4,0-20 kWh,1014.6
Radio,6,2.91,1,20,Huye,Low,6,11.4,0-20 kWh,1014.6
Phone Charger,7,3.56,3,27,Huye,Low,6,11.4,0-20 kWh,1014.6
Fan,65,2.89,2,18,Huye,Low,6,11.4,0-20 kWh,1014.6
Iron,1014,2.31,1,4,Musanze,Medium,5,165.54,50+ kWh,53714.26
Fan,54,6.39,2,27,Musanze,Medium,5,165.54,50+ kWh,53714.26
Refrigerator,122,24.0,1,30,Musanze,Medium,5,165.54,50+ kWh,53714.26
Phone Charger,5,4.74,4,27,Musanze,Medium,5,165.54,50+ kWh,53714.26
Electric Kettle,1187,0.84,1,26,Musanze,Medium,5,165.54,50+ kWh,53714.26
TV,77,3.14,1,25,Musanze,Medium,5,165.54,50+ kWh,53714.26
Blender,371,0.73,1,12,Musanze,Medium,5,165.54,50+ kWh,53714.26
Laptop,70,4.26,2,20,Musanze,Medium,5,165.54,50+ kWh,53714.26
LED Lamp,10,9.3,6,26,Kigali,High,2,90.93,50+ kWh,26183.17
Laptop,55,4.83,3,25,Kigali,High,2,90.93,50+ kWh,26183.17
Washing Machine,773,2.91,1,12,Kigali,High,2,90.93,50+ kWh,26183.17
Fan,44,8.01,2,20,Kigali,High,2,90.93,50+ kWh,26183.17
Iron,856,3.0,1,6,Kigali,High,2,90.93,50+ kWh,26183.17
Phone Charger,11,4.99,4,26,Muhanga,Medium,3,182.42,50+ kWh,59942.98
Iron,996,1.68,1,5,Muhanga,Medium,3,182.42,50+ kWh,59942.98
Refrigerator,189,24.0,1,30,Muhanga,Medium,3,182.42,50+ kWh,59942.98
Fan,48,3.23,3,17,Muhanga,Medium,3,182.42,50+ kWh,59942.98
Electric Kettle,1082,0.64,1,21,Muhanga,Medium,3,182.42,50+ kWh,59942.98
TV,90,4.36,1,25,Muhanga,Medium,3,182.42,50+ kWh,59942.98
Fan,47,5.77,2,21,Rubavu,Low,5,14.6,0-20 kWh,1299.4
Phone Charger,8,2.35,2,28,Rubavu,Low,5,14.6,0-20 kWh,1299.4
Radio,21,4.9,1,21,Rubavu,Low,5,14.6,0-20 kWh,1299.4
Refrigerator,196,24.0,1,30,Kigali,Medium,7,178.92,50+ kWh,58651.48
Electric Kettle,1182,0.77,1,30,Kigali,Medium,7,178.92,50+ kWh,58651.48
Blender,479,0.37,1,13,Kigali,Medium,7,178.92,50+ kWh,58651.48
LED Lamp,8,5.4,3,25,Kigali,Medium,7,178.92,50+ kWh,58651.48
Laptop,51,4.26,1,22,Kigali,Medium,7,178.92,50+ kWh,58651.48
Radio,5,1.61,1,22,Kigali,Medium,7,178.92,50+ kWh,58651.48
Phone Charger,7,3.03,3,25,Musanze,Low,7,33.18,21-50 kWh,5865.8
Fan,41,4.81,2,23,Musanze,Low,7,33.18,21-50 kWh,5865.8
TV,116,4.37,1,27,Musanze,Low,7,33.18,21-50 kWh,5865.8
Radio,19,3.71,1,20,Musanze,Low,7,33.18,21-50 kWh,5865.8
LED Lamp,8,3.6,3,28,Musanze,Low,7,33.18,21-50 kWh,5865.8
Iron,1110,0.9,1,5,Musanze,Low,7,33.18,21-50 kWh,5865.8
Fan,43,4.18,1,26,Rusizi,Low,2,16.7,0-20 kWh,1486.3
LED Lamp,8,3.55,4,25,Rusizi,Low,2,16.7,0-20 kWh,1486.3
TV,96,3.83,1,25,Rusizi,Low,2,16.7,0-20 kWh,1486.3
Phone Charger,10,3.57,3,28,Kigali,Low,7,10.32,0-20 kWh,918.48
TV,76,3.19,1,26,Kigali,Low,7,10.32,0-20 kWh,918.48
Radio,9,3.89,1,29,Kigali,Low,7,10.32,0-20 kWh,918.48
Laptop,52,5.06,1,24,Nyagatare,Medium,8,196.85,50+ kWh,65267.65
Fan,44,5.97,3,21,Nyagatare,Medium,8,196.85,50+ kWh,65267.65
Refrigerator,190,24.0,1,30,Nyagatare,Medium,8,196.85,50+ kWh,65267.65
Radio,10,1.21,1,27,Nyagatare,Medium,8,196.85,50+ kWh,65267.65
LED Lamp,9,5.24,3,25,Nyagatare,Medium,8,196.85,50+ kWh,65267.65
Iron,912,0.63,1,8,Nyagatare,Medium,8,196.85,50+ kWh,65267.65
TV,97,4.89,2,27,Nyagatare,Medium,8,196.85,50+ kWh,65267.65
Blender,334,0.62,1,15,Nyagatare,Medium,8,196.85,50+ kWh,65267.65
Blender,342,0.48,1,20,Huye,Medium,3,151.13,50+ kWh,48396.97
Laptop,67,5.42,1,25,Huye,Medium,3,151.13,50+ kWh,48396.97
Electric Kettle,1375,0.78,1,26,Huye,Medium,3,151.13,50+ kWh,48396.97
Refrigerator,154,24.0,1,30,Huye,Medium,3,151.13,50+ kWh,48396.97
Fan,62,6.03,1,17,Kigali,Medium,4,156.56,50+ kWh,50400.64
Refrigerator,157,24.0,1,30,Kigali,Medium,4,156.56,50+ kWh,50400.64
Electric Kettle,1469,1.03,1,22,Kigali,Medium,4,156.56,50+ kWh,50400.64
Laptop,41,2.68,1,25,Kigali,Medium,4,156.56,50+ kWh,50400.64
Radio,20,2.24,1,25,Kigali,Medium,4,156.56,50+ kWh,50400.64
Iron,873,1.67,1,8,Muhanga,Medium,5,167.46,50+ kWh,54422.74
TV,65,4.63,1,26,Muhanga,Medium,5,167.46,50+ kWh,54422.74
Radio,12,2.36,1,23,Muhanga,Medium,5,167.46,50+ kWh,54422.74
Refrigerator,174,24.0,1,30,Muhanga,Medium,5,167.46,50+ kWh,54422.74
Laptop,88,2.11,1,26,Muhanga,Medium,5,167.46,50+ kWh,54422.74
Electric Kettle,1390,0.59,1,21,Muhanga,Medium,5,167.46,50+ kWh,54422.74
LED Lamp,8,5.33,3,27,Huye,Medium,3,76.69,50+ kWh,20928.61
Laptop,46,2.28,1,28,Huye,Medium,3,76.69,50+ kWh,20928.61
Electric Kettle,1331,0.86,1,24,Huye,Medium,3,76.69,50+ kWh,20928.61
Iron,825,2.13,1,12,Huye,Medium,3,76.69,50+ kWh,20928.61
Blender,342,0.36,1,13,Huye,Medium,3,76.69,50+ kWh,20928.61
Fan,64,7.21,2,19,Huye,Medium,3,76.69,50+ kWh,20928.61
Phone Charger,13,3.58,2,28,Huye,Medium,3,76.69,50+ kWh,20928.61
Iron,1143,1.38,1,7,Rubavu,Medium,7,64.49,50+ kWh,16426.81
TV,118,5.23,1,26,Rubavu,Medium,7,64.49,50+ kWh,16426.81
Fan,42,5.89,1,21,Rubavu,Medium,7,64.49,50+ kWh,16426.81
LED Lamp,14,4.21,3,25,Rubavu,Medium,7,64.49,50+ kWh,16426.81
Phone Charger,10,5.34,3,25,Rubavu,Medium,7,64.49,50+ kWh,16426.81
Laptop,86,4.77,2,29,Rubavu,Medium,7,64.49,50+ kWh,16426.81
Washing Machine,504,1.21,1,5,Kigali,Medium,5,170.95,50+ kWh,55710.55
Blender,477,0.71,1,14,Kigali,Medium,5,170.95,50+ kWh,55710.55
Laptop,51,2.28,1,20,Kigali,Medium,5,170.95,50+ kWh,55710.55
Refrigerator,188,24.0,1,30,Kigali,Medium,5,170.95,50+ kWh,55710.55
Fan,56,7.58,2,30,Kigali,Medium,5,170.95,50+ kWh,55710.55
Refrigerator,144,24.0,1,30,Kigali,Medium,5,152.9,50+ kWh,49050.1
Iron,1005,2.44,1,11,Kigali,Medium,5,152.9,50+ kWh,49050.1
Washing Machine,440,1.13,1,6,Kigali,Medium,5,152.9,50+ kWh,49050.1
Laptop,70,2.29,1,27,Kigali,Medium,5,152.9,50+ kWh,49050.1
Fan,43,6.01,2,19,Kigali,Medium,5,152.9,50+ kWh,49050.1
Phone Charger,13,4.86,3,27,Kigali,Medium,5,152.9,50+ kWh,49050.1
Refrigerator,151,24.0,1,30,Musanze,Medium,5,145.13,50+ kWh,46182.97
Radio,20,2.69,1,27,Musanze,Medium,5,145.13,50+ kWh,46182.97
Laptop,45,5.91,2,24,Musanze,Medium,5,145.13,50+ kWh,46182.97
LED Lamp,14,6.56,3,25,Musanze,Medium,5,145.13,50+ kWh,46182.97
Blender,398,0.59,1,11,Musanze,Medium,5,145.13,50+ kWh,46182.97
Washing Machine,607,1.11,1,4,Musanze,Medium,5,145.13,50+ kWh,46182.97
Fan,65,5.93,1,26,Musanze,Medium,5,145.13,50+ kWh,46182.97
Radio,16,2.44,1,28,Kigali,Low,3,20.75,21-50 kWh,2012.5
LED Lamp,8,3.24,3,30,Kigali,Low,3,20.75,21-50 kWh,2012.5
Iron,1153,1.67,1,9,Kigali,Low,3,20.75,21-50 kWh,2012.5
Iron,802,1.96,1,5,Musanze,Low,3,18.98,0-20 kWh,1689.22
Fan,53,2.39,2,22,Musanze,Low,3,18.98,0-20 kWh,1689.22
LED Lamp,15,5.56,2,28,Musanze,Low,3,18.98,0-20 kWh,1689.22
Radio,19,2.11,1,22,Musanze,Low,3,18.98,0-20 kWh,1689.22
Fan,71,3.94,2,23,Rubavu,Low,3,41.54,21-50 kWh,8457.4
LED Lamp,7,3.95,3,26,Rubavu,Low,3,41.54,21-50 kWh,8457.4
TV,64,4.42,1,27,Rubavu,Low,3,41.54,21-50 kWh,8457.4
Iron,1066,1.77,1,10,Rubavu,Low,3,41.54,21-50 kWh,8457.4
Electric Kettle,1077,0.73,1,30,Kigali,Medium,3,83.05,50+ kWh,23275.45
Fan,66,4.23,3,22,Kigali,Medium,3,83.05,50+ kWh,23275.45
Laptop,72,2.46,2,22,Kigali,Medium,3,83.05,50+ kWh,23275.45
Phone Charger,14,4.76,2,26,Kigali,Medium,3,83.05,50+ kWh,23275.45
TV,104,5.12,2,27,Kigali,Medium,3,83.05,50+ kWh,23275.45
Radio,19,2.07,1,26,Kigali,Medium,3,83.05,50+ kWh,23275.45
Fan,65,5.33,2,15,Muhanga,Low,4,21.61,21-50 kWh,2279.1
LED Lamp,6,3.82,3,25,Muhanga,Low,4,21.61,21-50 kWh,2279.1
TV,120,2.73,1,29,Muhanga,Low,4,21.61,21-50 kWh,2279.1
Water Heater,2190,3.52,1,25,Muhanga,High,3,833.1,50+ kWh,300043.9
Iron,1199,1.12,2,12,Muhanga,High,3,833.1,50+ kWh,300043.9
Blender,577,0.53,1,19,Muhanga,High,3,833.1,50+ kWh,300043.9
Electric Kettle,1129,1.89,1,29,Muhanga,High,3,833.1,50+ kWh,300043.9
Refrigerator,118,24.0,2,30,Muhanga,High,3,833.1,50+ kWh,300043.9
Laptop,73,5.87,2,20,Muhanga,High,3,833.1,50+ kWh,300043.9
TV,124,6.29,3,29,Muhanga,High,3,833.1,50+ kWh,300043.9
AC,1694,6.02,2,14,Muhanga,High,3,833.1,50+ kWh,300043.9
Blender,315,0.5,1,18,Muhanga,High,5,475.04,50+ kWh,167919.76
Microwave,991,0.97,1,18,Muhanga,High,5,475.04,50+ kWh,167919.76
AC,2335,6.71,1,24,Muhanga,High,5,475.04,50+ kWh,167919.76
Phone Charger,11,5.09,3,30,Muhanga,High,5,475.04,50+ kWh,167919.76
Electric Kettle,1348,1.19,1,30,Muhanga,High,5,475.04,50+ kWh,167919.76
Iron,1080,1.7,1,9,Muhanga,High,5,475.04,50+ kWh,167919.76
LED Lamp,5,9.74,7,27,Muhanga,High,5,475.04,50+ kWh,167919.76
Refrigerator,135,24.0,1,30,Musanze,Medium,7,138.53,50+ kWh,43747.57
Fan,53,4.91,3,23,Musanze,Medium,7,138.53,50+ kWh,43747.57
LED Lamp,5,7.08,3,30,Musanze,Medium,7,138.53,50+ kWh,43747.57
Iron,1144,1.47,1,12,Musanze,Medium,7,138.53,50+ kWh,43747.57
Water Heater,2895,2.82,2,24,Muhanga,High,3,1370.47,50+ kWh,498333.43
Refrigerator,144,24.0,2,30,Muhanga,High,3,1370.47,50+ kWh,498333.43
Microwave,970,0.87,2,25,Muhanga,High,3,1370.47,50+ kWh,498333.43
Electric Kettle,1300,1.44,1,26,Muhanga,High,3,1370.47,50+ kWh,498333.43
Phone Charger,7,5.02,6,29,Muhanga,High,3,1370.47,50+ kWh,498333.43
Laptop,81,5.69,3,20,Muhanga,High,3,1370.47,50+ kWh,498333.43
LED Lamp,14,5.72,6,29,Muhanga,High,3,1370.47,50+ kWh,498333.43
AC,2140,7.78,2,18,Muhanga,High,3,1370.47,50+ kWh,498333.43
Blender,383,0.65,2,20,Muhanga,High,3,1370.47,50+ kWh,498333.43
Washing Machine,638,1.54,1,7,Muhanga,High,3,1370.47,50+ kWh,498333.43
Fan,44,5.2,3,24,Muhanga,High,3,1370.47,50+ kWh,498333.43
Refrigerator,139,24.0,1,30,Kigali,Medium,5,154.04,50+ kWh,49470.76
LED Lamp,9,5.71,4,25,Kigali,Medium,5,154.04,50+ kWh,49470.76
Iron,1200,1.57,1,7,Kigali,Medium,5,154.04,50+ kWh,49470.76
Blender,468,0.64,1,17,Kigali,Medium,5,154.04,50+ kWh,49470.76
Electric Kettle,1450,0.78,1,27,Kigali,Medium,5,154.04,50+ kWh,49470.76
Phone Charger,9,5.25,3,28,Musanze,Medium,6,125.21,50+ kWh,38832.49
Radio,12,2.94,1,26,Musanze,Medium,6,125.21,50+ kWh,38832.49
Blender,524,0.35,1,17,Musanze,Medium,6,125.21,50+ kWh,38832.49
Laptop,70,2.17,1,30,Musanze,Medium,6,125.21,50+ kWh,38832.49
Refrigerator,115,24.0,1,30,Musanze,Medium,6,125.21,50+ kWh,38832.49
TV,136,3.83,1,26,Musanze,Medium,6,125.21,50+ kWh,38832.49
Iron,1164,1.4,1,10,Musanze,Medium,6,125.21,50+ kWh,38832.49
Phone Charger,15,4.49,4,29,Kigali,Medium,6,163.32,50+ kWh,52895.08
TV,102,3.46,1,30,Kigali,Medium,6,163.32,50+ kWh,52895.08
Washing Machine,621,1.51,1,9,Kigali,Medium,6,163.32,50+ kWh,52895.08
Blender,462,0.53,1,16,Kigali,Medium,6,163.32,50+ kWh,52895.08
Laptop,41,4.57,2,21,Kigali,Medium,6,163.32,50+ kWh,52895.08
Refrigerator,109,24.0,1,30,Kigali,Medium,6,163.32,50+ kWh,52895.08
Electric Kettle,1477,0.79,1,28,Kigali,Medium,6,163.32,50+ kWh,52895.08
Fan,72,3.53,2,17,Kigali,Medium,6,163.32,50+ kWh,52895.08
LED Lamp,10,4.54,4,27,Kigali,Medium,6,163.32,50+ kWh,52895.08
Iron,1020,2.4,1,4,Kigali,Medium,2,54.49,50+ kWh,12736.81
Phone Charger,8,4.83,2,28,Kigali,Medium,2,54.49,50+ kWh,12736.81
Washing Machine,648,1.55,1,5,Kigali,Medium,2,54.49,50+ kWh,12736.81
Blender,328,0.48,1,17,Kigali,Medium,2,54.49,50+ kWh,12736.81
Electric Kettle,1257,1.32,1,21,Kigali,Medium,2,54.49,50+ kWh,12736.81
Fan,66,2.86,1,18,Kigali,Low,7,13.19,0-20 kWh,1173.91
Radio,24,3.18,1,24,Kigali,Low,7,13.19,0-20 kWh,1173.91
Iron,1000,1.63,1,4,Kigali,Low,7,13.19,0-20 kWh,1173.91
Phone Charger,15,3.21,1,30,Kigali,Low,7,13.19,0-20 kWh,1173.91
Phone Charger,9,2.57,3,26,Rusizi,Low,6,16.84,0-20 kWh,1498.76
Iron,1058,1.08,1,8,Rusizi,Low,6,16.84,0-20 kWh,1498.76
LED Lamp,11,3.83,5,28,Rusizi,Low,6,16.84,0-20 kWh,1498.76
LED Lamp,10,4.41,4,25,Kigali,Medium,2,145.91,50+ kWh,46470.79
Refrigerator,110,24.0,1,30,Kigali,Medium,2,145.91,50+ kWh,46470.79
TV,58,3.81,1,29,Kigali,Medium,2,145.91,50+ kWh,46470.79
Radio,6,2.37,1,20,Kigali,Medium,2,145.91,50+ kWh,46470.79
Fan,71,5.25,1,25,Kigali,Medium,2,145.91,50+ kWh,46470.79
Iron,1119,1.29,1,11,Kigali,Medium,2,145.91,50+ kWh,46470.79
Laptop,88,5.76,2,30,Kigali,Medium,2,145.91,50+ kWh,46470.79
LED Lamp,7,5.51,4,26,Kigali,Low,3,21.27,21-50 kWh,2173.7
TV,115,4.49,1,28,Kigali,Low,3,21.27,21-50 kWh,2173.7
Phone Charger,12,2.99,3,26,Kigali,Low,3,21.27,21-50 kWh,2173.7
Blender,443,0.65,1,14,Rusizi,High,8,864.75,50+ kWh,311722.75
TV,56,6.89,2,29,Rusizi,High,8,864.75,50+ kWh,311722.75
Laptop,56,7.83,3,30,Rusizi,High,8,864.75,50+ kWh,311722.75
Refrigerator,129,24.0,1,30,Rusizi,High,8,864.75,50+ kWh,311722.75
Electric Kettle,1250,1.46,2,24,Rusizi,High,8,864.75,50+ kWh,311722.75
LED Lamp,15,9.33,8,28,Rusizi,High,8,864.75,50+ kWh,311722.75
Fan,41,9.43,4,28,Rusizi,High,8,864.75,50+ kWh,311722.75
Water Heater,2366,3.95,2,28,Rusizi,High,8,864.75,50+ kWh,311722.75
Phone Charger,12,6.35,6,29,Rusizi,High,8,864.75,50+ kWh,311722.75
Washing Machine,487,2.44,1,6,Rusizi,High,8,864.75,50+ kWh,311722.75
Refrigerator,138,24.0,1,30,Kigali,Medium,4,148.56,50+ kWh,47448.64
TV,73,3.26,2,28,Kigali,Medium,4,148.56,50+ kWh,47448.64
Laptop,62,3.27,1,29,Kigali,Medium,4,148.56,50+ kWh,47448.64
LED Lamp,9,7.1,3,26,Kigali,Medium,4,148.56,50+ kWh,47448.64
Radio,21,2.68,1,22,Kigali,Medium,4,148.56,50+ kWh,47448.64
Electric Kettle,1040,0.51,1,29,Kigali,Medium,4,148.56,50+ kWh,47448.64
Iron,1156,0.58,1,4,Kigali,Medium,4,148.56,50+ kWh,47448.64
Fan,49,3.43,2,17,Kigali,Medium,4,148.56,50+ kWh,47448.64
Washing Machine,468,1.27,1,6,Nyagatare,Medium,7,160.05,50+ kWh,51688.45
Laptop,47,5.63,1,30,Nyagatare,Medium,7,160.05,50+ kWh,51688.45
LED Lamp,13,5.74,3,25,Nyagatare,Medium,7,160.05,50+ kWh,51688.45
Blender,496,0.42,1,8,Nyagatare,Medium,7,160.05,50+ kWh,51688.45
Iron,1157,1.16,1,8,Nyagatare,Medium,7,160.05,50+ kWh,51688.45
Electric Kettle,1136,0.98,1,24,Nyagatare,Medium,7,160.05,50+ kWh,51688.45
Refrigerator,143,24.0,1,30,Nyagatare,Medium,7,160.05,50+ kWh,51688.45
Radio,23,1.42,1,26,Nyagatare,Medium,7,160.05,50+ kWh,51688.45
Iron,1045,1.66,2,7,Nyagatare,High,4,486.41,50+ kWh,172115.29
Phone Charger,9,7.0,5,25,Nyagatare,High,4,486.41,50+ kWh,172115.29
LED Lamp,11,5.95,5,26,Nyagatare,High,4,486.41,50+ kWh,172115.29
Laptop,56,4.77,1,30,Nyagatare,High,4,486.41,50+ kWh,172115.29
Refrigerator,100,24.0,2,30,Nyagatare,High,4,486.41,50+ kWh,172115.29
Fan,55,8.2,2,16,Nyagatare,High,4,486.41,50+ kWh,172115.29
Electric Kettle,1030,1.32,1,29,Nyagatare,High,4,486.41,50+ kWh,172115.29
Water Heater,2675,3.87,1,21,Nyagatare,High,4,486.41,50+ kWh,172115.29
Microwave,1159,1.02,1,19,Nyagatare,High,4,486.41,50+ kWh,172115.29
TV,99,3.88,1,25,Kigali,Low,2,29.02,21-50 kWh,4576.2
Phone Charger,12,3.91,2,29,Kigali,Low,2,29.02,21-50 kWh,4576.2
Iron,804,1.16,1,12,Kigali,Low,2,29.02,21-50 kWh,4576.2
Radio,15,2.49,1,25,Kigali,Low,2,29.02,21-50 kWh,4576.2
Fan,61,4.42,1,17,Kigali,Low,2,29.02,21-50 kWh,4576.2
Electric Kettle,1279,1.18,1,28,Kigali,Medium,5,155.64,50+ kWh,50061.16
Fan,69,6.1,1,26,Kigali,Medium,5,155.64,50+ kWh,50061.16
Phone Charger,12,4.1,4,30,Kigali,Medium,5,155.64,50+ kWh,50061.16
Laptop,55,2.76,1,30,Kigali,Medium,5,155.64,50+ kWh,50061.16
Blender,441,0.47,1,20,Kigali,Medium,5,155.64,50+ kWh,50061.16
Refrigerator,122,24.0,1,30,Kigali,Medium,5,155.64,50+ kWh,50061.16
Blender,533,0.69,2,20,Kigali,High,7,516.9,50+ kWh,183366.1
Fan,52,5.15,3,17,Kigali,High,7,516.9,50+ kWh,183366.1
LED Lamp,9,8.05,5,25,Kigali,High,7,516.9,50+ kWh,183366.1
Washing Machine,526,2.16,1,7,Kigali,High,7,516.9,50+ kWh,183366.1
Water Heater,2364,2.6,2,28,Kigali,High,7,516.9,50+ kWh,183366.1
Refrigerator,128,24.0,1,30,Kigali,High,7,516.9,50+ kWh,183366.1
Electric Kettle,1124,1.36,1,23,Kigali,High,7,516.9,50+ kWh,183366.1
Washing Machine,766,1.58,1,11,Rubavu,High,3,353.64,50+ kWh,123123.16
Laptop,87,5.83,2,30,Rubavu,High,3,353.64,50+ kWh,123123.16
Microwave,802,0.54,2,21,Rubavu,High,3,353.64,50+ kWh,123123.16
Iron,950,1.88,2,11,Rubavu,High,3,353.64,50+ kWh,123123.16
Refrigerator,149,24.0,1,30,Rubavu,High,3,353.64,50+ kWh,123123.16
Blender,505,0.56,1,18,Rubavu,High,3,353.64,50+ kWh,123123.16
TV,141,5.75,2,30,Rubavu,High,3,353.64,50+ kWh,123123.16
Electric Kettle,1461,1.36,2,21,Rubavu,High,3,353.64,50+ kWh,123123.16
LED Lamp,5,7.83,7,29,Rubavu,High,3,353.64,50+ kWh,123123.16
Fan,56,9.98,2,21,Kigali,High,5,637.05,50+ kWh,227701.45
Washing Machine,476,2.26,1,11,Kigali,High,5,637.05,50+ kWh,227701.45
Electric Kettle,1484,1.0,2,22,Kigali,High,5,637.05,50+ kWh,227701.45
Iron,881,1.45,1,12,Kigali,High,5,637.05,50+ kWh,227701.45
