Household_ID,Appliance,Power_Watts,Usage_Hours_Daily,Quantity,Usage_Days_Monthly,Region,Income_Level,Household_Size,Total_kWh_Monthly,Tariff_Bracket,Estimated_Bill_RWF,Month
HH04362,Mobile Charger,5,4.9,1,27,Eastern,Low,6,0.66,0-20 kWh,58.74,August
HH04363,Microwave,1154,0.7,1,23,Western,Medium,4,18.58,0-20 kWh,1653.62,September
HH04364,TV,111,1.3,1,31,Kigali,Low,5,4.47,0-20 kWh,397.83,May
HH04365,Fan,56,1.5,2,28,Southern,High,2,4.7,0-20 kWh,418.3,May
HH04366,Light Bulb,11,9.6,3,31,Eastern,Low,2,9.82,0-20 kWh,873.98,July
HH04367,Iron,1157,9.6,2,20,Kigali,Low,2,444.29,50+ kWh,163943.01,November
HH04368,Light Bulb,15,6.9,3,20,Kigali,High,7,6.21,0-20 kWh,552.69,September
HH04369,Light Bulb,12,4.5,2,25,Southern,Low,8,2.7,0-20 kWh,240.3,December
HH04370,Washing Machine,929,3.4,1,24,Southern,High,8,75.81,50+ kWh,27973.89,April
HH04371,Washing Machine,570,6.7,3,30,Northern,Medium,7,343.71,50+ kWh,126828.99,March
HH04372,Water Heater,1717,5.2,2,25,Western,Medium,1,446.42,50+ kWh,164728.98,December
HH04373,Mobile Charger,7,8.5,3,24,Northern,Medium,6,4.28,0-20 kWh,380.92,July
HH04374,Microwave,927,1.4,2,28,Kigali,Low,6,72.68,50+ kWh,26818.92,September
HH04375,Fan,62,5.0,3,26,Western,Low,3,24.18,21-50 kWh,7495.8,December
HH04376,Stove,1440,3.1,3,25,Eastern,Medium,8,334.8,50+ kWh,123541.2,April
HH04377,Fridge,87,2.6,1,27,Kigali,High,1,6.11,0-20 kWh,543.79,November
HH04378,TV,79,8.9,2,26,Kigali,High,4,36.56,21-50 kWh,11333.6,December
HH04379,TV,83,1.8,3,27,Kigali,Low,7,12.1,0-20 kWh,1076.9,June
HH04380,Fridge,192,4.0,2,30,Western,High,6,46.08,21-50 kWh,14284.8,March
HH04381,Iron,983,9.4,2,21,Southern,High,5,388.09,50+ kWh,143205.21,November
HH04382,TV,130,3.1,2,24,Southern,Low,8,19.34,0-20 kWh,1721.26,June
HH04383,Washing Machine,904,7.5,1,29,Western,Low,2,196.62,50+ kWh,72552.78,July
HH04384,Washing Machine,615,9.2,1,23,Eastern,High,3,130.13,50+ kWh,48017.97,September
HH04385,Fridge,174,8.3,3,25,Eastern,High,7,108.31,50+ kWh,39966.39,July
HH04386,Radio,26,6.3,3,20,Western,High,5,9.83,0-20 kWh,874.87,August
HH04387,Light Bulb,14,9.3,2,30,Northern,Medium,6,7.81,0-20 kWh,695.09,August
HH04388,Laptop,37,6.3,3,29,Northern,Medium,1,20.28,21-50 kWh,6286.8,January
HH04389,Fan,74,1.9,2,28,Eastern,High,1,7.87,0-20 kWh,700.43,September
HH04390,Laptop,68,7.1,2,20,Eastern,High,5,19.31,0-20 kWh,1718.59,December
HH04391,Fridge,158,2.1,1,22,Northern,Medium,5,7.3,0-20 kWh,649.7,November
HH04392,Fan,56,6.2,3,22,Southern,Low,1,22.92,21-50 kWh,7105.2,November
HH04393,Fridge,100,9.8,2,25,Eastern,Low,1,49.0,21-50 kWh,15190.0,October
HH04394,Stove,1105,8.1,2,29,Southern,High,8,519.13,50+ kWh,191558.97,October
HH04395,Radio,41,7.7,2,30,Western,Low,2,18.94,0-20 kWh,1685.66,January
HH04396,Light Bulb,14,5.0,2,27,Kigali,High,6,3.78,0-20 kWh,336.42,December
HH04397,Laptop,49,5.3,2,21,Kigali,Medium,1,10.91,0-20 kWh,970.99,June
HH04398,Light Bulb,16,5.6,2,29,Western,Low,1,5.2,0-20 kWh,462.8,August
HH04399,Iron,1189,6.2,1,27,Northern,Medium,5,199.04,50+ kWh,73445.76,August
HH04400,Mobile Charger,8,4.6,3,29,Eastern,Medium,7,3.2,0-20 kWh,284.8,August
HH04401,Radio,30,7.1,2,26,Northern,High,1,11.08,0-20 kWh,986.12,March
HH04402,Light Bulb,17,5.6,2,24,Southern,Medium,8,4.57,0-20 kWh,406.73,October
HH04403,Washing Machine,826,1.0,1,24,Eastern,Medium,4,19.82,0-20 kWh,1763.98,January
HH04404,Fan,40,9.6,2,31,Kigali,High,4,23.81,21-50 kWh,7381.1,November
HH04405,TV,109,4.7,3,28,Southern,Medium,7,43.03,21-50 kWh,13339.3,October
HH04406,Stove,1821,8.9,2,22,Northern,High,3,713.1,50+ kWh,263133.9,August
HH04407,Laptop,63,9.1,2,29,Western,High,6,33.25,21-50 kWh,10307.5,March
HH04408,Stove,1388,3.6,2,24,Eastern,High,7,239.85,50+ kWh,88504.65,September
HH04409,Fan,54,7.7,3,29,Eastern,Medium,6,36.17,21-50 kWh,11212.7,August
HH04410,Iron,894,7.8,3,27,Kigali,High,1,564.83,50+ kWh,208422.27,November
HH04411,Microwave,1013,0.9,2,27,Eastern,High,4,49.23,21-50 kWh,15261.3,July
HH04412,Fridge,158,7.9,2,24,Southern,Low,6,59.91,50+ kWh,22106.79,August
HH04413,Fan,71,8.4,1,23,Western,High,1,13.72,0-20 kWh,1221.08,November
HH04414,Fan,67,2.9,1,20,Eastern,Medium,8,3.89,0-20 kWh,346.21,August
HH04415,Fan,50,2.9,1,30,Kigali,Low,4,4.35,0-20 kWh,387.15,July
HH04416,Laptop,33,7.7,3,30,Northern,Medium,1,22.87,21-50 kWh,7089.7,September
HH04417,Mobile Charger,8,8.4,3,31,Western,Medium,8,6.25,0-20 kWh,556.25,June
HH04418,Microwave,1064,8.0,1,20,Southern,High,8,170.24,50+ kWh,62818.56,November
HH04419,Iron,1093,4.7,2,30,Western,Medium,1,308.23,50+ kWh,113736.87,December
HH04420,Microwave,898,4.3,2,26,Eastern,Medium,8,200.79,50+ kWh,74091.51,September
HH04421,Water Heater,2576,5.5,2,24,Eastern,Low,2,680.06,50+ kWh,250942.14,February
HH04422,TV,149,7.1,1,31,Northern,Medium,2,32.79,21-50 kWh,10164.9,June
HH04423,Radio,32,5.2,3,26,Eastern,Medium,6,12.98,0-20 kWh,1155.22,November
HH04424,Mobile Charger,10,8.4,2,31,Western,High,8,5.21,0-20 kWh,463.69,December
HH04425,Iron,1109,8.7,3,30,Kigali,Low,1,868.35,50+ kWh,320421.15,August
HH04426,Laptop,52,2.3,3,23,Northern,Medium,1,8.25,0-20 kWh,734.25,March
HH04427,Light Bulb,13,6.1,3,22,Eastern,High,3,5.23,0-20 kWh,465.47,April
HH04428,Light Bulb,13,6.1,3,27,Eastern,Low,5,6.42,0-20 kWh,571.38,January
HH04429,Washing Machine,741,8.1,3,20,Eastern,High,6,360.13,50+ kWh,132887.97,April
HH04430,Iron,1069,6.3,3,30,Eastern,High,1,606.12,50+ kWh,223658.28,July
HH04431,Radio,20,4.7,2,30,Eastern,High,8,5.64,0-20 kWh,501.96,January
HH04432,Laptop,42,6.2,3,20,Eastern,Low,2,15.62,0-20 kWh,1390.18,April
HH04433,TV,121,0.5,1,30,Northern,Low,6,1.81,0-20 kWh,161.09,November
HH04434,Stove,1706,2.5,1,25,Northern,Low,8,106.62,50+ kWh,39342.78,March
HH04435,Light Bulb,16,9.2,3,24,Kigali,Low,3,10.6,0-20 kWh,943.4,October
HH04436,Fan,63,3.9,2,29,Kigali,Low,1,14.25,0-20 kWh,1268.25,June
HH04437,Water Heater,2162,3.9,1,23,Kigali,Low,2,193.93,50+ kWh,71560.17,November
HH04438,Fan,55,7.2,3,30,Eastern,Medium,3,35.64,21-50 kWh,11048.4,August
HH04439,Microwave,1196,3.2,2,22,Northern,Medium,1,168.4,50+ kWh,62139.6,October
HH04440,Water Heater,2853,8.1,2,26,Northern,High,2,1201.68,50+ kWh,443419.92,November
HH04441,Fridge,133,5.8,3,29,Southern,Low,1,67.11,50+ kWh,24763.59,February
HH04442,Light Bulb,18,8.1,1,25,Kigali,High,1,3.64,0-20 kWh,323.96,September
HH04443,Stove,1508,6.4,2,30,Kigali,Medium,8,579.07,50+ kWh,213676.83,March
HH04444,Washing Machine,568,1.8,3,30,Eastern,Medium,7,92.02,50+ kWh,33955.38,August
HH04445,Laptop,62,3.6,2,24,Western,High,7,10.71,0-20 kWh,953.19,December
HH04446,Washing Machine,713,4.2,3,29,Southern,Medium,6,260.53,50+ kWh,96135.57,January
HH04447,Light Bulb,20,6.4,2,31,Eastern,High,4,7.94,0-20 kWh,706.66,April
HH04448,Radio,34,0.8,3,24,Kigali,Medium,6,1.96,0-20 kWh,174.44,July
HH04449,Light Bulb,20,4.2,3,23,Western,High,3,5.8,0-20 kWh,516.2,March
HH04450,Radio,25,0.5,3,31,Southern,Medium,6,1.16,0-20 kWh,103.24,July
HH04451,Fan,55,4.9,2,25,Western,Medium,7,13.47,0-20 kWh,1198.83,December
HH04452,Fan,65,7.1,2,26,Kigali,Low,3,24.0,21-50 kWh,7440.0,February
HH04453,Fan,65,5.0,2,25,Eastern,High,3,16.25,0-20 kWh,1446.25,January
HH04454,Stove,1705,4.2,1,31,Kigali,High,2,221.99,50+ kWh,81914.31,May
HH04455,Mobile Charger,10,6.6,1,29,Northern,Medium,5,1.91,0-20 kWh,169.99,October
HH04456,Iron,903,1.7,3,28,Western,Medium,7,128.95,50+ kWh,47582.55,June
HH04457,Mobile Charger,10,4.2,2,20,Western,Low,4,1.68,0-20 kWh,149.52,May
HH04458,Laptop,52,9.8,3,25,Northern,Low,5,38.22,21-50 kWh,11848.2,April
HH04459,Water Heater,1627,9.7,3,27,Northern,Low,2,1278.33,50+ kWh,471703.77,December
HH04460,Water Heater,2461,5.5,3,21,Kigali,Medium,2,852.74,50+ kWh,314661.06,April
HH04461,TV,96,4.0,1,21,Northern,High,5,8.06,0-20 kWh,717.34,August
HH04462,Stove,1536,2.6,2,23,Eastern,High,5,183.71,50+ kWh,67788.99,October
HH04463,Fridge,200,9.5,1,23,Eastern,High,6,43.7,21-50 kWh,13547.0,June
HH04464,Fan,72,4.7,2,25,Eastern,Medium,5,16.92,0-20 kWh,1505.88,August
HH04465,Microwave,839,7.0,1,24,Northern,High,3,140.95,50+ kWh,52010.55,July
HH04466,Microwave,850,8.3,2,29,Northern,High,7,409.19,50+ kWh,150991.11,December
HH04467,Microwave,888,9.0,1,21,Kigali,High,4,167.83,50+ kWh,61929.27,June
HH04468,Microwave,883,8.2,1,20,Southern,Medium,4,144.81,50+ kWh,53434.89,April
HH04469,Fridge,90,4.6,2,27,Southern,High,7,22.36,21-50 kWh,6931.6,August
HH04470,Microwave,954,2.2,2,21,Eastern,Medium,7,88.15,50+ kWh,32527.35,April
HH04471,Mobile Charger,6,5.0,1,20,Kigali,Medium,4,0.6,0-20 kWh,53.4,July
HH04472,Fridge,118,3.7,3,20,Northern,High,3,26.2,21-50 kWh,8122.0,January
HH04473,Laptop,39,1.9,1,21,Eastern,Medium,5,1.56,0-20 kWh,138.84,August
HH04474,TV,134,2.4,2,24,Eastern,Low,1,15.44,0-20 kWh,1374.16,November
HH04475,Washing Machine,767,8.9,1,22,Kigali,Low,3,150.18,50+ kWh,55416.42,March
HH04476,Light Bulb,18,4.1,1,26,Southern,Medium,6,1.92,0-20 kWh,170.88,November
HH04477,Microwave,1074,6.5,1,30,Western,High,5,209.43,50+ kWh,77279.67,January
HH04478,Mobile Charger,6,1.1,3,21,Southern,Medium,4,0.42,0-20 kWh,37.38,May
HH04479,Radio,48,2.8,2,23,Northern,Medium,5,6.18,0-20 kWh,550.02,March
HH04480,Light Bulb,16,5.9,3,28,Kigali,High,6,7.93,0-20 kWh,705.77,March
HH04481,Laptop,53,3.0,2,25,Southern,Low,8,7.95,0-20 kWh,707.55,April
HH04482,Mobile Charger,9,8.2,1,25,Kigali,Medium,5,1.84,0-20 kWh,163.76,November
HH04483,Stove,1857,9.9,1,24,Eastern,Low,8,441.22,50+ kWh,162810.18,June
HH04484,Iron,812,8.1,3,25,Western,Medium,3,493.29,50+ kWh,182024.01,December
HH04485,Water Heater,2568,7.2,1,20,Kigali,Low,1,369.79,50+ kWh,136452.51,October
HH04486,Iron,1058,4.4,3,25,Kigali,Low,1,349.14,50+ kWh,128832.66,October
HH04487,Water Heater,2279,6.4,1,25,Kigali,Medium,1,364.64,50+ kWh,134552.16,March
HH04488,TV,66,9.7,1,24,Northern,High,1,15.36,0-20 kWh,1367.04,August
HH04489,Laptop,52,8.4,1,20,Eastern,High,5,8.74,0-20 kWh,777.86,May
HH04490,Stove,1718,4.0,1,23,Northern,Low,3,158.06,50+ kWh,58324.14,September
HH04491,Radio,25,1.5,3,28,Northern,High,1,3.15,0-20 kWh,280.35,January
HH04492,Microwave,1072,6.1,1,30,Eastern,High,4,196.18,50+ kWh,72390.42,October
HH04493,Water Heater,2711,6.6,1,29,Northern,Low,3,518.89,50+ kWh,191470.41,May
HH04494,Stove,1010,5.7,3,27,Eastern,Low,2,466.32,50+ kWh,172072.08,December
HH04495,Mobile Charger,10,5.4,3,27,Western,Low,3,4.37,0-20 kWh,388.93,January
HH04496,Laptop,66,0.9,3,31,Kigali,Low,4,5.52,0-20 kWh,491.28,February
HH04497,Washing Machine,996,8.6,2,21,Kigali,Medium,3,359.76,50+ kWh,132751.44,May
HH04498,Water Heater,2135,4.9,1,30,Kigali,High,5,313.85,50+ kWh,115810.65,August
HH04499,Radio,25,2.1,2,23,Southern,Medium,8,2.42,0-20 kWh,215.38,July
HH04500,Mobile Charger,10,6.7,3,31,Kigali,Medium,5,6.23,0-20 kWh,554.47,December
HH04501,Washing Machine,969,0.9,2,27,Eastern,Low,1,47.09,21-50 kWh,14597.9,August
HH04502,Fan,44,1.5,1,27,Northern,Medium,6,1.78,0-20 kWh,158.42,July
HH04503,Water Heater,2895,1.2,2,30,Northern,Low,4,208.44,50+ kWh,76914.36,January
HH04504,Mobile Charger,8,7.9,2,24,Northern,Low,7,3.03,0-20 kWh,269.67,December
HH04505,Microwave,948,9.8,2,26,Kigali,Low,8,483.1,50+ kWh,178263.9,September
HH04506,Stove,1582,5.8,1,20,Southern,High,2,183.51,50+ kWh,67715.19,November
HH04507,Light Bulb,17,1.8,1,30,Kigali,High,5,0.92,0-20 kWh,81.88,August
HH04508,Fan,48,0.8,3,25,Eastern,Low,6,2.88,0-20 kWh,256.32,November
HH04509,Mobile Charger,6,3.8,2,31,Northern,Medium,3,1.41,0-20 kWh,125.49,September
HH04510,Microwave,841,2.8,2,26,Eastern,Medium,2,122.45,50+ kWh,45184.05,June
HH04511,Fan,72,3.1,3,30,Kigali,Medium,6,20.09,21-50 kWh,6227.9,February
HH04512,Mobile Charger,9,6.6,1,30,Southern,High,5,1.78,0-20 kWh,158.42,October
HH04513,Laptop,59,2.3,3,23,Western,Low,6,9.36,0-20 kWh,833.04,August
HH04514,Washing Machine,960,7.8,3,27,Northern,Medium,7,606.53,50+ kWh,223809.57,November
HH04515,Stove,1546,6.2,2,31,Southern,Low,5,594.28,50+ kWh,219289.32,July
HH04516,Laptop,51,5.9,1,21,Kigali,Medium,1,6.32,0-20 kWh,562.48,August
HH04517,Radio,26,2.0,2,21,Eastern,Low,3,2.18,0-20 kWh,194.02,September
HH04518,Water Heater,2257,2.1,2,31,Eastern,Low,2,293.86,50+ kWh,108434.34,October
HH04519,Microwave,803,7.6,2,26,Kigali,Medium,5,317.35,50+ kWh,117102.15,April
HH04520,Stove,1148,2.2,1,20,Kigali,High,8,50.51,50+ kWh,18638.19,December
HH04521,Laptop,44,4.6,1,25,Kigali,Low,6,5.06,0-20 kWh,450.34,January
HH04522,Washing Machine,921,1.1,3,30,Northern,Medium,5,91.18,50+ kWh,33645.42,July
HH04523,Light Bulb,11,7.1,3,29,Northern,Medium,5,6.79,0-20 kWh,604.31,August
HH04524,Iron,1145,6.7,2,31,Eastern,High,3,475.63,50+ kWh,175507.47,June
HH04525,Washing Machine,567,4.5,1,25,Eastern,High,4,63.79,50+ kWh,23538.51,May
HH04526,Stove,1136,3.8,1,21,Western,High,2,90.65,50+ kWh,33449.85,February
HH04527,Radio,41,8.3,1,29,Northern,High,3,9.87,0-20 kWh,878.43,July
HH04528,Laptop,64,1.2,1,22,Western,Medium,8,1.69,0-20 kWh,150.41,July
HH04529,Laptop,48,8.8,3,28,Eastern,Low,8,35.48,21-50 kWh,10998.8,October
HH04530,Stove,1012,6.5,3,30,Southern,High,3,592.02,50+ kWh,218455.38,September
HH04531,TV,110,3.1,1,23,Western,High,1,7.84,0-20 kWh,697.76,August
HH04532,Light Bulb,15,5.8,2,22,Southern,Medium,8,3.83,0-20 kWh,340.87,October
HH04533,Iron,907,7.6,3,28,Southern,Low,1,579.03,50+ kWh,213662.07,March
HH04534,Water Heater,2694,8.8,2,23,Northern,Low,1,1090.53,50+ kWh,402405.57,December
HH04535,Laptop,39,1.7,3,20,Southern,High,4,3.98,0-20 kWh,354.22,September
HH04536,Washing Machine,642,0.7,3,23,Eastern,Low,1,31.01,21-50 kWh,9613.1,December
HH04537,TV,137,6.6,3,23,Southern,Low,5,62.39,50+ kWh,23021.91,September
HH04538,Water Heater,2075,4.4,2,22,Eastern,Low,7,401.72,50+ kWh,148234.68,April
HH04539,Washing Machine,978,8.9,2,26,Kigali,High,8,452.62,50+ kWh,167016.78,June
HH04540,Mobile Charger,6,7.0,2,25,Western,High,2,2.1,0-20 kWh,186.9,February
HH04541,Iron,1109,6.8,3,22,Northern,Medium,7,497.72,50+ kWh,183658.68,January
HH04542,Water Heater,2265,7.6,1,25,Southern,Medium,1,430.35,50+ kWh,158799.15,March
HH04543,Radio,37,2.7,2,23,Kigali,Low,5,4.6,0-20 kWh,409.4,February
HH04544,Radio,43,8.7,1,25,Western,High,6,9.35,0-20 kWh,832.15,March
HH04545,TV,108,2.4,3,29,Kigali,Medium,6,22.55,21-50 kWh,6990.5,October
HH04546,TV,56,5.0,1,20,Kigali,Low,6,5.6,0-20 kWh,498.4,December
HH04547,Fan,55,4.2,3,26,Western,High,1,18.02,0-20 kWh,1603.78,March
HH04548,Iron,1179,4.7,2,20,Western,Low,5,221.65,50+ kWh,81788.85,October
HH04549,TV,57,4.2,3,25,Southern,Medium,1,17.95,0-20 kWh,1597.55,April
HH04550,Laptop,47,9.9,2,31,Western,Low,4,28.85,21-50 kWh,8943.5,March
HH04551,TV,101,5.8,1,30,Eastern,Medium,5,17.57,0-20 kWh,1563.73,January
HH04552,Light Bulb,15,9.7,3,27,Western,Medium,4,11.79,0-20 kWh,1049.31,May
HH04553,Fan,71,5.6,1,24,Southern,Medium,6,9.54,0-20 kWh,849.06,November
HH04554,Mobile Charger,5,6.2,1,25,Kigali,Low,3,0.78,0-20 kWh,69.42,June
HH04555,Microwave,1095,8.4,1,30,Northern,Medium,8,275.94,50+ kWh,101821.86,March
HH04556,Washing Machine,815,7.4,2,25,Kigali,Medium,3,301.55,50+ kWh,111271.95,October
HH04557,Fridge,190,0.8,2,24,Kigali,High,1,7.3,0-20 kWh,649.7,October
HH04558,Water Heater,1630,9.8,2,24,Southern,Medium,7,766.75,50+ kWh,282930.75,November
HH04559,Radio,40,8.8,2,30,Northern,High,4,21.12,21-50 kWh,6547.2,September
HH04560,Microwave,941,2.0,2,25,Western,High,7,94.1,50+ kWh,34722.9,May
HH04561,Washing Machine,814,9.1,1,23,Kigali,Medium,8,170.37,50+ kWh,62866.53,September
HH04562,Microwave,1055,1.0,1,31,Eastern,Medium,1,32.7,21-50 kWh,10137.0,June
HH04563,Microwave,1123,3.9,3,28,Eastern,Low,8,367.89,50+ kWh,135751.41,June
HH04564,Water Heater,2456,9.0,2,26,Eastern,High,8,1149.41,50+ kWh,424132.29,March
HH04565,Fan,52,7.1,3,28,Kigali,High,4,31.01,21-50 kWh,9613.1,August
HH04566,Mobile Charger,8,8.6,1,20,Kigali,High,1,1.38,0-20 kWh,122.82,June
HH04567,Radio,33,4.5,1,20,Kigali,Medium,8,2.97,0-20 kWh,264.33,November
HH04568,Laptop,68,3.5,2,25,Western,High,3,11.9,0-20 kWh,1059.1,December
HH04569,Fridge,129,4.8,1,31,Eastern,Low,7,19.2,0-20 kWh,1708.8,October
HH04570,Washing Machine,738,1.3,1,29,Kigali,Medium,2,27.82,21-50 kWh,8624.2,May
HH04571,Mobile Charger,8,1.3,1,25,Southern,Low,2,0.26,0-20 kWh,23.14,February
HH04572,Iron,1037,8.3,1,27,Northern,Medium,8,232.39,50+ kWh,85751.91,January
HH04573,Water Heater,2337,6.1,2,28,Kigali,High,8,798.32,50+ kWh,294580.08,January
HH04574,Mobile Charger,9,1.8,2,29,Kigali,Low,4,0.94,0-20 kWh,83.66,June
HH04575,Washing Machine,687,1.2,1,27,Southern,High,8,22.26,21-50 kWh,6900.6,May
HH04576,Water Heater,1690,2.5,2,29,Eastern,High,6,245.05,50+ kWh,90423.45,February
HH04577,TV,105,3.2,2,31,Eastern,High,7,20.83,21-50 kWh,6457.3,December
HH04578,Light Bulb,19,0.5,3,26,Eastern,Medium,5,0.74,0-20 kWh,65.86,October
HH04579,Water Heater,2609,6.2,2,24,Kigali,Medium,8,776.44,50+ kWh,286506.36,June
HH04580,Laptop,33,1.0,2,28,Kigali,Low,7,1.85,0-20 kWh,164.65,September
HH04581,Iron,915,7.4,1,31,Southern,Low,2,209.9,50+ kWh,77453.1,July
HH04582,Washing Machine,657,1.7,3,23,Kigali,Low,2,77.07,50+ kWh,28438.83,October
HH04583,Washing Machine,980,4.9,2,27,Kigali,Low,3,259.31,50+ kWh,95685.39,June
HH04584,TV,73,2.0,1,31,Southern,High,2,4.53,0-20 kWh,403.17,March
HH04585,Laptop,49,2.1,3,27,Eastern,Medium,5,8.33,0-20 kWh,741.37,October
HH04586,TV,108,6.1,1,23,Southern,Medium,6,15.15,0-20 kWh,1348.35,August
HH04587,Light Bulb,15,6.2,3,26,Southern,Low,1,7.25,0-20 kWh,645.25,February
HH04588,Iron,859,4.0,3,22,Southern,Medium,7,226.78,50+ kWh,83681.82,June
HH04589,Water Heater,1998,8.6,1,29,Northern,Low,1,498.3,50+ kWh,183872.7,January
HH04590,Light Bulb,16,4.3,1,29,Eastern,Medium,7,2.0,0-20 kWh,178.0,September
HH04591,Fan,52,6.7,2,26,Northern,Low,2,18.12,0-20 kWh,1612.68,April
HH04592,Radio,45,3.8,2,22,Eastern,Low,5,7.52,0-20 kWh,669.28,June
HH04593,Laptop,58,6.0,1,20,Eastern,High,3,6.96,0-20 kWh,619.44,October
HH04594,Washing Machine,564,0.8,1,28,Northern,Medium,4,12.63,0-20 kWh,1124.07,October
HH04595,TV,107,3.4,3,29,Kigali,Low,6,31.65,21-50 kWh,9811.5,January
HH04596,Fridge,139,1.8,3,31,Southern,Medium,2,23.27,21-50 kWh,7213.7,November
HH04597,Washing Machine,632,2.4,3,31,Western,High,2,141.06,50+ kWh,52051.14,April
HH04598,Radio,30,5.5,2,31,Eastern,Low,6,10.23,0-20 kWh,910.47,November
HH04599,TV,116,3.0,3,31,Western,Low,7,32.36,21-50 kWh,10031.6,October
HH04600,Light Bulb,16,3.9,2,23,Kigali,Low,2,2.87,0-20 kWh,255.43,September
HH04601,Fan,47,1.2,3,24,Western,High,6,4.06,0-20 kWh,361.34,June
HH04602,TV,107,9.5,1,21,Southern,Low,8,21.35,21-50 kWh,6618.5,May
HH04603,Light Bulb,18,1.0,3,24,Eastern,Low,7,1.3,0-20 kWh,115.7,December
HH04604,Laptop,45,8.3,1,29,Southern,High,5,10.83,0-20 kWh,963.87,October
HH04605,Fan,70,2.4,3,25,Southern,Low,3,12.6,0-20 kWh,1121.4,February
HH04606,Microwave,941,1.0,2,20,Eastern,Low,5,37.64,21-50 kWh,11668.4,November
HH04607,TV,71,3.1,3,27,Southern,Medium,2,17.83,0-20 kWh,1586.87,July
HH04608,Radio,50,6.2,1,25,Northern,Low,3,7.75,0-20 kWh,689.75,April
HH04609,Radio,28,8.3,2,27,Eastern,Low,8,12.55,0-20 kWh,1116.95,February
HH04610,Radio,31,8.2,2,20,Kigali,Low,3,10.17,0-20 kWh,905.13,May
HH04611,Water Heater,2036,4.1,3,22,Northern,Low,1,550.94,50+ kWh,203296.86,September
HH04612,Laptop,31,8.8,1,30,Western,Low,7,8.18,0-20 kWh,728.02,August
HH04613,Stove,1175,3.4,2,21,Kigali,Low,4,167.79,50+ kWh,61914.51,May
HH04614,Mobile Charger,5,3.5,1,28,Kigali,Medium,4,0.49,0-20 kWh,43.61,April
HH04615,TV,128,3.6,2,21,Western,Low,6,19.35,0-20 kWh,1722.15,January
HH04616,Washing Machine,882,4.6,3,29,Western,Medium,4,352.98,50+ kWh,130249.62,June
HH04617,Laptop,52,0.6,1,30,Southern,High,7,0.94,0-20 kWh,83.66,February
HH04618,TV,70,7.1,2,21,Eastern,Medium,3,20.87,21-50 kWh,6469.7,February
HH04619,Stove,1445,6.2,3,31,Western,Medium,4,833.19,50+ kWh,307447.11,November
HH04620,Light Bulb,20,3.8,3,28,Eastern,Medium,1,6.38,0-20 kWh,567.82,September
HH04621,Microwave,978,7.5,2,21,Eastern,Medium,7,308.07,50+ kWh,113677.83,August
HH04622,Radio,20,3.2,1,23,Northern,High,3,1.47,0-20 kWh,130.83,June
HH04623,TV,111,4.5,1,27,Eastern,High,1,13.49,0-20 kWh,1200.61,January
HH04624,Washing Machine,599,6.9,3,27,Eastern,Low,6,334.78,50+ kWh,123533.82,May
HH04625,Fridge,107,9.8,3,21,Northern,Low,3,66.06,50+ kWh,24376.14,September
HH04626,Washing Machine,651,9.4,3,20,Kigali,High,3,367.16,50+ kWh,135482.04,April
HH04627,TV,148,5.6,3,25,Southern,Medium,5,62.16,50+ kWh,22937.04,September
HH04628,Fridge,94,0.6,1,24,Eastern,Low,1,1.35,0-20 kWh,120.15,April
HH04629,Microwave,888,6.7,1,25,Eastern,Medium,8,148.74,50+ kWh,54885.06,August
HH04630,Water Heater,1651,4.1,2,30,Northern,Medium,6,406.15,50+ kWh,149869.35,March
HH04631,Stove,1290,5.8,2,22,Eastern,Medium,3,329.21,50+ kWh,121478.49,June
HH04632,Fridge,181,5.2,3,23,Kigali,Medium,6,64.94,50+ kWh,23962.86,August
HH04633,Light Bulb,19,9.8,1,27,Western,Low,7,5.03,0-20 kWh,447.67,September
HH04634,Radio,28,8.9,3,27,Kigali,Medium,5,20.19,21-50 kWh,6258.9,June
HH04635,Laptop,59,6.4,1,23,Western,High,5,8.68,0-20 kWh,772.52,August
HH04636,Stove,1827,8.5,3,31,Eastern,High,1,1444.24,50+ kWh,532924.56,December
HH04637,Mobile Charger,6,1.2,3,25,Kigali,Medium,6,0.54,0-20 kWh,48.06,February
HH04638,Microwave,1122,4.7,2,21,Northern,Medium,8,221.48,50+ kWh,81726.12,July
HH04639,Microwave,1083,2.2,1,25,Southern,High,2,59.57,50+ kWh,21981.33,May
HH04640,Microwave,844,5.6,3,28,Eastern,Low,6,397.02,50+ kWh,146500.38,August
HH04641,Microwave,1098,7.0,2,22,Kigali,High,5,338.18,50+ kWh,124788.42,February
HH04642,Water Heater,2505,9.1,1,22,Kigali,High,5,501.5,50+ kWh,185053.5,August
HH04643,Washing Machine,735,0.5,1,27,Southern,Low,7,9.92,0-20 kWh,882.88,February
HH04644,Light Bulb,13,5.2,2,27,Western,Low,6,3.65,0-20 kWh,324.85,September
HH04645,Light Bulb,18,6.2,1,23,Eastern,High,3,2.57,0-20 kWh,228.73,June
HH04646,Radio,22,5.8,3,30,Western,Low,4,11.48,0-20 kWh,1021.72,October
HH04647,Stove,1395,0.8,1,27,Kigali,Medium,5,30.13,21-50 kWh,9340.3,June
HH04648,Water Heater,2629,5.6,3,31,Southern,Medium,8,1369.18,50+ kWh,505227.42,June
HH04649,Microwave,1015,7.0,3,27,Kigali,Medium,4,575.5,50+ kWh,212359.5,October
